link,type,publisher,published,imageSource,imageAlt
https://www.bbc.co.uk/programmes/m000dl8s,Programmes,BBC Parliament,BBC Two,https://ichef.bbci.co.uk/images/ic/314x176/p080fv2x.jpg,Travels in Euroland with Ed Balls
https://www.bbc.co.uk/programmes/n3ct6lcm,Programmes,BBC Parliament,BBC  World News,https://ichef.bbci.co.uk/images/ic/314x176/p075j0gy.jpg,"Jupiter - President Macron, France and Europe"
https://www.bbc.co.uk/programmes/b07dwp42,Programmes,BBC Parliament,BBC One Scotland,https://ichef.bbci.co.uk/images/ic/314x176/p03w3z2b.jpg,Scotland: The Edge of Europe
https://www.bbc.co.uk/sport/football/60376433,Unknown,Unknown,Coventry,https://ichef.bbci.co.uk/news/416/cpsprodpb/E794/production/_123248295_gettyimages-1235181146.jpg,Coventry City: Long-running row over sale of ground to Wasps ends after EU Commission closes case
https://www.bbc.co.uk/programmes/p03tw2mg,Programmes,BBC World Service,19 May 2016,https://ichef.bbci.co.uk/images/ic/314x176/p03wtpjc.jpg,The Compass: Europe's Challenges: Europe’s Challenges: The Road to Rome
https://www.bbc.co.uk/programmes/p042smtb,Programmes,BBC World Service,4 August 2016,https://ichef.bbci.co.uk/images/ic/314x176/p043qrt8.jpg,The Compass: Destination Europe: Final Thoughts
https://www.bbc.co.uk/programmes/p04238rd,Programmes,BBC World Service,28 July 2016,https://ichef.bbci.co.uk/images/ic/314x176/p042kcg5.jpg,The Compass: Destination Europe: Germany: The Decision Makers
https://www.bbc.co.uk/programmes/p041dl46,Programmes,BBC World Service,21 July 2016,https://ichef.bbci.co.uk/images/ic/314x176/p041jrrd.jpg,The Compass: Destination Europe: UK: From Syria To Yorkshire
https://www.bbc.co.uk/programmes/p040p16p,Programmes,BBC World Service,14 July 2016,https://ichef.bbci.co.uk/images/ic/314x176/p0414t83.jpg,The Compass: Destination Europe: Italy: The Priest and The Mayor
https://www.bbc.co.uk/programmes/p03ygz7p,Programmes,BBC World Service,30 June 2016,https://ichef.bbci.co.uk/images/ic/314x176/p03ynvdx.jpg,The Compass: Destination Europe: Turkey: The Lost Generation
https://www.bbc.co.uk/sport/football/60929239,Programmes,BBC World Service,European Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/811F/production/_123955033_psg.jpg,Paris St-Germain president Nasser Al-Khelaifi on European Super League & FFP
https://www.bbc.co.uk/sport/rugby-union/60922731,Programmes,BBC World Service,Irish Rugby,https://ichef.bbci.co.uk/news/416/cpsprodpb/6C56/production/_123943772_inpho_00175292.jpg,Jonny Bell: European Cup winner returns to Ulster as defence coach
https://www.bbc.co.uk/news/uk-england-manchester-60927111,News,BBC World Service,Manchester,https://ichef.bbci.co.uk/news/416/cpsprodpb/90F1/production/_123950173_mediaitem123950172.jpg,Man who sent Marcus Rashford racist Euro 2020 final tweet jailed
https://www.bbc.co.uk/programmes/m000blmy,Programmes,BBC News Channel,10 November 2019,https://ichef.bbci.co.uk/images/ic/314x176/p07l9rwp.jpg,At Europe’s Helm: An Interview with Jean-Claude Juncker
https://www.bbc.co.uk/programmes/b08jlfkq,Programmes,BBC News Channel,BBC One Scotland,https://ichef.bbci.co.uk/images/ic/314x176/p04wqdsm.jpg,Europe: Scotland's Dilemma
https://www.bbc.co.uk/programmes/p03wyg1q,Programmes,BBC News Channel,S4C,https://ichef.bbci.co.uk/images/ic/314x176/p03wyv81.jpg,UEFA EURO 2016
https://www.bbc.co.uk/programmes/p0bt5nht,Programmes,BBC News Channel,BBC Radio Lincolnshire,https://ichef.bbci.co.uk/images/ic/314x176/p0bh70nx.jpg,"Carla Greene: Food prices, Eurovision's Sam Ryder and Lincoln hospital update (with Scott Dalton)"
https://www.bbc.co.uk/news/uk-northern-ireland-60341335,News,BBC News Channel,Northern Ireland,https://ichef.bbci.co.uk/news/416/cpsprodpb/95E4/production/_123227383_hi073725894.jpg,Brexit: UK and EU to continue 'intensive' NI protocol talks
https://www.bbc.co.uk/sport/football/60899484,News,BBC News Channel,Republic of Ireland,https://ichef.bbci.co.uk/news/416/cpsprodpb/166F2/production/_123909819_inpho_01984411.jpg,Republic boost Euro Under-21 qualifying hopes with 2-0 win in Sweden
https://www.bbc.co.uk/sport/av/football/60921023,News,BBC News Channel,Women's Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/1382A/production/_123941997_p0by657h.jpg,Sarina Wiegman: England squad 'might be the group that's close' to the Euros
https://www.bbc.co.uk/sport/football/60919192,News,BBC News Channel,Women's Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/E60D/production/_123939885_bethanyengland.jpg,Sarina Wiegman: Latest England squad 'close' to Euros selection
https://www.bbc.co.uk/sport/football/60914415,News,BBC News Channel,European Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/D537/production/_123938545_gettyimages-1313497335.jpg,"Potential for European Super League 'does not exist', says ECA chairman"
https://www.bbc.co.uk/programmes/w3ct3jyq,Programmes,BBC World Service,4 days ago,https://ichef.bbci.co.uk/images/ic/314x176/p0by5xll.jpg,The Documentary: Black Music in Europe: Black music in Europe: 1980-1990
https://www.bbc.co.uk/programmes/m0015tyq,Programmes,Unknown,BBC Radio 3,https://ichef.bbci.co.uk/images/ic/314x176/p0by9wm0.jpg,Opera on 3: Tchaikovsky's Eugene Onegin
https://www.bbc.co.uk/programmes/w172ycsn93bnjlb,Programmes,BBC World Service,8 February,https://ichef.bbci.co.uk/images/ic/314x176/p0bmxkvq.jpg,World Business Report: EU aims to boost chip manufacture
https://www.bbc.co.uk/programmes/w172y4d40cmy1ws,Programmes,BBC World Service,16 February,https://ichef.bbci.co.uk/images/ic/314x176/p0bpfddb.jpg,World Business Report: Hungary and Poland lose EU funding fight
https://www.bbc.co.uk/programmes/p0bsxs8v,Programmes,BBC World Service,BBC Radio Solent,https://ichef.bbci.co.uk/images/ic/314x176/p09x7d52.jpg,"Fern Balch: UEFA Women's Euro 2022 breaks ticket records, W Series driver Jessica Hawkins & Week 1 Women's Six Nations"
https://www.bbc.co.uk/sport/football/60863833,Programmes,BBC World Service,Women's Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/12194/production/_123923147_gettyimages-827004516.jpg,100 days to go: 'Euro 2022 will be harder to win than the World Cup'
https://www.bbc.co.uk/sport/football/60901175,Programmes,BBC World Service,Women's Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/149E3/production/_123915448_gettyimages-1350037729.jpg,Euro 2022: Wembley final set to break records
https://www.bbc.co.uk/sport/football/60904069,Unknown,Unknown,European Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/12C47/production/_123917867_gettyimages-1387977093.jpg,Ukraine crisis: European Clubs Association donates to Ukrainian clubs
https://www.bbc.co.uk/programmes/b00kryhx,Programmes,BBC Radio 4,7 June 2009,https://ichef.bbci.co.uk/images/ic/314x176/p01ggpmw.jpg,Election Special: European Elections 2009
https://www.bbc.co.uk/programmes/m0005fgz,Programmes,BBC Radio 4,BBC Radio 5 live,https://ichef.bbci.co.uk/images/ic/314x176/p07b2qrg.jpg,European Election Results 2019
https://www.bbc.co.uk/news/world-europe-60229199,News,BBC Radio 4,Europe,https://ichef.bbci.co.uk/news/416/cpsprodpb/3CE4/production/_123088551_hi073454842.jpg,Climate change: EU moves to label nuclear and gas as sustainable despite internal row
https://www.bbc.co.uk/sport/football/60866991,News,BBC Radio 4,Women's Football,https://ichef.bbci.co.uk/news/416/cpsprodpb/0DDB/production/_123874530_-dc6cdcd2-b265-4820-b9d3-d61b9aca66e0.png,Euro 2022: 100 days to go until England host Women's European Championship
https://www.bbc.co.uk/programmes/p09k1v11,Programmes,BBC World Service,S4C,https://ichef.bbci.co.uk/images/ic/314x176/p09kvxzt.jpg,UEFA Euro 2020
https://www.bbc.co.uk/programmes/m000wy3j,Programmes,BBC World Service,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p09kbcl9.jpg,Euro 2020
https://www.bbc.co.uk/programmes/m00110fs,Programmes,BBC World Service,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p09z71k8.jpg,Women's Euro 2022
https://www.bbc.co.uk/programmes/b008048q,Programmes,Unknown,BBC Two,https://ichef.bbci.co.uk/images/ic/314x176/p01l26qw.jpg,Michael Palin's New Europe
https://www.bbc.co.uk/programmes/p09jw7hx,Programmes,Unknown,S4C,https://ichef.bbci.co.uk/images/ic/314x176/p09k73rh.jpg,EURO Underdogs Mawr y Rhai Bychain
https://www.bbc.co.uk/programmes/b07dpvcl,Programmes,Unknown,BBC One,https://ichef.bbci.co.uk/images/ic/314x176/p09kzwsg.jpg,Alan Shearer's Euro 96: When Football Came Home
https://www.bbc.co.uk/programmes/m000y7gf,Programmes,Unknown,BBC Radio 1,https://ichef.bbci.co.uk/images/ic/314x176/p0b8trth.jpg,The Euros - Radio 1's Final Countdown
https://www.bbc.co.uk/programmes/b00lm8cb,Programmes,Unknown,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p01lyrs3.jpg,Athletics: European Team Championships
https://www.bbc.co.uk/programmes/m000xnr4,Programmes,Unknown,BBC Radio Wales,https://ichef.bbci.co.uk/images/ic/314x176/p09lfhpb.jpg,Wales Euros Party with Katie Owen
https://www.bbc.co.uk/programmes/m000xnr0,Programmes,Unknown,BBC Radio Wales,https://ichef.bbci.co.uk/images/ic/314x176/p09m73cy.jpg,The Euros: Wales v Denmark Live
https://www.bbc.co.uk/programmes/b00tghzd,Programmes,Unknown,BBC Two,https://ichef.bbci.co.uk/images/ic/314x176/p01m1r6p.jpg,Swimming: European Championships
https://www.bbc.co.uk/programmes/b05vsm0d,Programmes,Unknown,BBC Four,https://ichef.bbci.co.uk/images/ic/314x176/p02r4sz8.jpg,Eurovision at 60
https://www.bbc.co.uk/programmes/m000x4yk,Programmes,Unknown,BBC Radio Wales,https://ichef.bbci.co.uk/images/ic/314x176/p09l0n17.jpg,The Euros: Italy v Wales Live
https://www.bbc.co.uk/programmes/m000wlz0,Programmes,Unknown,BBC Radio Wales,https://ichef.bbci.co.uk/images/ic/314x176/p09j418s.jpg,Ashley Williams' Euros Breakfast
https://www.bbc.co.uk/programmes/m000x062,Programmes,Unknown,BBC Radio Wales,https://ichef.bbci.co.uk/images/ic/314x176/p09kt3hb.jpg,The Euros: Wales v Switzerland Live
https://www.bbc.co.uk/programmes/b00s9m3r,Programmes,Unknown,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p01m5jc7.jpg,Gymnastics: European Championships
https://www.bbc.co.uk/programmes/m000vx05,Programmes,Unknown,BBC Radio 2,https://ichef.bbci.co.uk/images/ic/314x176/p09fkpxn.jpg,Radio 2 Celebrates Eurovision
https://www.bbc.co.uk/programmes/m000wth8,Programmes,Unknown,BBC Radio Scotland,https://ichef.bbci.co.uk/images/ic/314x176/p09ksb54.jpg,Only An Excuse? Euros Special
https://www.bbc.co.uk/programmes/m000wtgy,Programmes,Unknown,BBC Radio Scotland,https://ichef.bbci.co.uk/images/ic/314x176/p09kll3q.jpg,Euros Breakfast Show
https://www.bbc.co.uk/programmes/m000wmqk,Programmes,Unknown,BBC  World News,https://ichef.bbci.co.uk/images/ic/314x176/p09hzksy.jpg,Eurovision 2021: The Road to Rotterdam
https://www.bbc.co.uk/programmes/m000w76n,Programmes,Unknown,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p09hllbt.jpg,European Aquatics Championships
https://www.bbc.co.uk/programmes/p09hsxpb,Programmes,Unknown,BBC Scotland,https://ichef.bbci.co.uk/images/ic/314x176/p09ksyb1.jpg,Scotland at the Euros
https://www.bbc.co.uk/programmes/m000wfp5,Programmes,Unknown,BBC  World News,https://ichef.bbci.co.uk/images/ic/314x176/p09j89fl.jpg,Eurovision Piano Request Show
https://www.bbc.co.uk/programmes/b0460y0t,Programmes,Unknown,BBC Two,https://ichef.bbci.co.uk/images/ic/314x176/p01zz42b.jpg,Rowing: European Championships
https://www.bbc.co.uk/programmes/p09b7d0s,Programmes,Unknown,S4C,https://ichef.bbci.co.uk/images/ic/314x176/p09bq0cr.jpg,Cofio Euryn
https://www.bbc.co.uk/programmes/p00tzmgg,Programmes,BBC World Service,Check BBC for Programme release,https://ichef.bbci.co.uk/images/ic/314x176/p08dwm55.jpg,Your Money And The Euro Crisis
https://www.bbc.co.uk/programmes/b00phg3n,Programmes,BBC World Service,BBC Radio 3,https://ichef.bbci.co.uk/images/ic/314x176/p01lz7dq.jpg,Christmas around Europe
https://www.bbc.co.uk/programmes/m000jygv,Programmes,Unknown,BBC Sport,https://ichef.bbci.co.uk/images/ic/314x176/p08fy08s.jpg,Euros Rewind
https://www.bbc.co.uk/programmes/m000j8w6,Programmes,Unknown,BBC Radio 2,https://ichef.bbci.co.uk/images/ic/314x176/p05nc8mt.jpg,Ken Bruce's Ultimate Eurovision Chart
https://www.bbc.co.uk/programmes/m00094z3,Programmes,Unknown,BBC Radio 1,https://ichef.bbci.co.uk/images/ic/314x176/p0b0l40q.jpg,Europe's Biggest Dance Show
https://www.bbc.co.uk/programmes/p06k9td7,Programmes,Unknown,S4C,https://ichef.bbci.co.uk/images/ic/314x176/p07lqvk7.jpg,Chwilio am Seren Junior Eurovision
https://www.bbc.co.uk/programmes/p07wh21j,Programmes,Unknown,BBC One,https://ichef.bbci.co.uk/images/ic/314x176/p07xpcly.jpg,Crouch’s Euro Fest 2020
lastUpdated: ,2022-04-03 12:03:47.293284,with userQuery: EU
