topic
['the' 'said' 'french' 'it' 'france']
['unknown' 'head' 'tv' 'cooky' 'never']
['said' 'france' 'the' 'image' 'health']
['uk' 'france' 'people' 'new' 'covid']
['test' 'travel' 'covid' 'need' 'day']
['said' 'ukraine' 'refugee' 'people' 'bbc']
['the' 'image' 'unknown' 'caption' 'say']
['say' 'one' 'ukraine' 'image' 'but']
['russian' 'ukraine' 'russia' 'war' 'ukrainian']
['ukraine' 'russia' 'the' 'mr' 'country']
